Time,TI3104_Meas - OP Value,TI3107_Meas - OP Value,TI3105_Meas - OP Value,TC3106_Meas - OP Value,TI3108_Meas - OP Value,TI3101_Meas - OP Value,PI3102_Meas - OP Value,PI3103_Meas - OP Value,FC3101_Meas - OP Value,FI3105_Meas - OP Value,FI3104_Meas - OP Value,FC3103_Meas - OP Value,FC3102_Meas - OP Value,LC3103_Meas - OP Value,LC3101_Meas - OP Value,QI3105 - PV,QI3104 - PV
40560,54.3817,63.3431,69.8267,75.8313,97.6932,51.5961,16.9225,17.0885,17.9834,10.7686,7.22899,16.8197,3.0691,-0.36175,0.364849,97.375,96.4272
40500,53.2823,61.9545,69.7319,75.0893,97.0936,51.5134,16.8769,17.0512,17.9157,10.7624,7.16559,16.6747,3.0094,0.029,0.0715765,97.375,96.4272
40440,55.9373,64.3292,69.3321,74.8458,96.9132,51.0931,16.9305,17.0381,17.8508,10.9105,7.1723,16.9191,3.02744,-0.07075,0.48025,97.375,96.4272
40380,54.1546,62.3375,68.8496,76.3548,98.1292,50.5875,16.8855,17.0884,18.0362,11.0314,7.27063,16.686,2.94661,0.5025,-0.0065,96.8272,96.4621
40320,53.2197,63.1176,70.0232,76.6022,98.3534,51.7453,16.9192,17.1098,18.0326,10.944,7.20198,16.7926,3.0316,0.177783,0.1625,96.8272,96.4621
40260,54.4284,62.5936,70.0212,75.2572,97.2739,51.7541,16.9044,17.0638,17.8901,10.8555,7.13049,16.7279,3.00267,0.195864,0.04375,96.8272,96.4621
40200,55.391,61.6121,69.6585,76.6497,98.3844,51.3876,16.8772,17.1068,18.053,10.9195,7.25043,16.6006,2.94735,0.34,-0.18675,96.8272,96.4621
40140,55.2802,61.9633,68.9255,75.6144,97.5457,50.6486,16.8797,17.0661,17.968,10.8448,7.17008,16.6555,2.96785,0.01925,-0.10225,96.8272,96.4621
40080,53.5222,63.4652,69.3141,77.1168,98.757,51.0196,16.9254,17.1245,18.1064,10.8745,7.21112,16.8359,3.04455,-0.029008,0.2435,97.0513,96.3479
40020,53.9406,63.441,69.4925,76.676,98.4051,51.1998,16.9329,17.1185,18.0523,10.9013,7.18221,16.8252,3.05199,0.116437,0.237,97.0513,96.3479
39960,53.3663,60.0564,69.0957,76.1457,97.9694,50.8081,16.851,17.1012,18.0653,10.7379,7.11707,16.454,2.97671,-0.0618174,-0.55975,97.0513,96.3479
39900,54.0807,61.5484,69.7805,75.9168,97.7797,51.5132,16.8871,17.0947,17.9898,10.8893,7.1797,16.6007,2.98554,0.150709,-0.201,97.0513,96.3479
39840,56.0756,62.4194,69.9602,77.4301,98.9879,51.7001,16.9094,17.1477,18.1387,10.837,7.29407,16.6812,3.00015,-0.31564,0.01125,97.0513,96.3479
